32,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,1,8,8
33,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,7,5
33,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,5
33,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,7,5
33,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,5
34,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,5,8
34,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,8
34,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,8
34,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,8
35,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,6,5
35,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,5
35,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,6,5
35,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,5,5
36,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,5,6
36,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,1,4,6
36,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,8,6
36,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,6,6
37,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,7,5
37,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,5,5
37,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,5,5
37,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,5,5
38,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,3,3
38,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,5,3
38,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,6,3
38,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,5,3
39,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,10,8
39,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,8,8,8
39,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,8,8,8
39,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,9,8
40,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,5,7
40,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,4,7
40,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,1,6,7
40,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,7,7
41,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,10,10
41,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,9,10
41,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,9,10,10
41,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,10,10
42,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,7,9
42,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,7,9
42,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,8,9
42,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,8,9
43,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,5,8
43,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,6,8
43,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,8,8
43,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,8,8
44,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,7,8
